,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,Score for each category,
4559,ebdf5d36-9ecc-44d7-b641-d33805709452,want,19-07-2020 02:09,audio,cooking,positive,70,64756,
4560,ebdf5d36-9ecc-44d7-b641-d33805709452,interested,05-10-2020 08:19,audio,cooking,positive,30,64756,
4561,ebdf5d36-9ecc-44d7-b641-d33805709452,want,16-04-2021 05:24,audio,cooking,positive,70,64756,
4562,ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,13-11-2020 17:16,audio,cooking,neutral,35,64756,
4563,ebdf5d36-9ecc-44d7-b641-d33805709452,hate,05-08-2020 23:28,audio,cooking,negative,5,64756,
4564,ebdf5d36-9ecc-44d7-b641-d33805709452,interested,03-08-2020 19:03,audio,cooking,positive,30,64756,
4565,ebdf5d36-9ecc-44d7-b641-d33805709452,scared,18-05-2021 10:00,audio,cooking,negative,15,64756,
4566,ebdf5d36-9ecc-44d7-b641-d33805709452,like,19-12-2020 21:06,audio,cooking,positive,50,64756,
4567,ebdf5d36-9ecc-44d7-b641-d33805709452,scared,23-03-2021 04:54,audio,cooking,negative,15,64756,
4568,ebdf5d36-9ecc-44d7-b641-d33805709452,super love,11-06-2021 23:26,audio,cooking,positive,75,64756,
4569,ebdf5d36-9ecc-44d7-b641-d33805709452,heart,14-09-2020 10:03,audio,cooking,positive,60,64756,
4570,ebdf5d36-9ecc-44d7-b641-d33805709452,super love,03-05-2021 17:38,audio,cooking,positive,75,64756,
4571,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,24-12-2020 19:41,audio,cooking,negative,0,64756,
4572,ebdf5d36-9ecc-44d7-b641-d33805709452,indifferent,26-04-2021 22:18,audio,cooking,neutral,20,64756,
4573,ebdf5d36-9ecc-44d7-b641-d33805709452,scared,07-06-2021 15:42,audio,cooking,negative,15,64756,
4574,ebdf5d36-9ecc-44d7-b641-d33805709452,dislike,17-12-2020 12:08,audio,cooking,negative,10,64756,
4575,ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,20-05-2021 07:39,audio,cooking,neutral,35,64756,
4576,ebdf5d36-9ecc-44d7-b641-d33805709452,like,05-09-2020 16:04,audio,cooking,positive,50,64756,
4577,ebdf5d36-9ecc-44d7-b641-d33805709452,like,12-08-2020 17:15,audio,cooking,positive,50,64756,
4578,ebdf5d36-9ecc-44d7-b641-d33805709452,interested,29-10-2020 23:26,audio,cooking,positive,30,64756,
4579,ebdf5d36-9ecc-44d7-b641-d33805709452,love,04-08-2020 11:59,audio,cooking,positive,65,64756,
4580,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,05-12-2020 18:33,audio,cooking,negative,0,64756,
4581,ebdf5d36-9ecc-44d7-b641-d33805709452,scared,18-02-2021 02:36,audio,cooking,negative,15,64756,
4582,ebdf5d36-9ecc-44d7-b641-d33805709452,interested,09-08-2020 18:37,audio,cooking,positive,30,64756,
4583,ebdf5d36-9ecc-44d7-b641-d33805709452,worried,27-06-2020 03:00,audio,cooking,negative,12,64756,
4584,ebdf5d36-9ecc-44d7-b641-d33805709452,scared,23-12-2020 16:24,audio,cooking,negative,15,64756,
4585,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,21-06-2020 06:14,audio,cooking,negative,0,64756,
4586,ebdf5d36-9ecc-44d7-b641-d33805709452,heart,17-08-2020 02:39,audio,cooking,positive,60,64756,
4587,ebdf5d36-9ecc-44d7-b641-d33805709452,adore,06-09-2020 21:04,audio,cooking,positive,72,64756,
4588,ebdf5d36-9ecc-44d7-b641-d33805709452,heart,02-11-2020 10:16,audio,cooking,positive,60,64756,
4589,ebdf5d36-9ecc-44d7-b641-d33805709452,super love,06-02-2021 13:22,audio,cooking,positive,75,64756,
4590,ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,26-02-2021 20:09,audio,cooking,neutral,35,64756,
4591,1429467d-e8a2-4292-bd46-921e8bd87b30,scared,07-12-2020 16:21,video,public speaking,negative,15,49264,
4592,1429467d-e8a2-4292-bd46-921e8bd87b30,peeking,27-07-2020 11:11,video,public speaking,neutral,35,49264,
4593,1429467d-e8a2-4292-bd46-921e8bd87b30,want,05-09-2020 10:48,video,public speaking,positive,70,49264,
4594,1429467d-e8a2-4292-bd46-921e8bd87b30,heart,11-02-2021 07:10,video,public speaking,positive,60,49264,
4595,1429467d-e8a2-4292-bd46-921e8bd87b30,hate,14-09-2020 03:30,video,public speaking,negative,5,49264,
4596,1429467d-e8a2-4292-bd46-921e8bd87b30,dislike,07-08-2020 02:54,video,public speaking,negative,10,49264,
4597,1429467d-e8a2-4292-bd46-921e8bd87b30,heart,02-11-2020 00:25,video,public speaking,positive,60,49264,
4598,1429467d-e8a2-4292-bd46-921e8bd87b30,dislike,27-04-2021 14:34,video,public speaking,negative,10,49264,
4599,1429467d-e8a2-4292-bd46-921e8bd87b30,super love,09-09-2020 18:11,video,public speaking,positive,75,49264,
4600,1429467d-e8a2-4292-bd46-921e8bd87b30,scared,29-12-2020 11:35,video,public speaking,negative,15,49264,
4601,1429467d-e8a2-4292-bd46-921e8bd87b30,like,07-05-2021 19:21,video,public speaking,positive,50,49264,
4602,1429467d-e8a2-4292-bd46-921e8bd87b30,want,16-10-2020 18:20,video,public speaking,positive,70,49264,
4603,1429467d-e8a2-4292-bd46-921e8bd87b30,peeking,19-10-2020 18:25,video,public speaking,neutral,35,49264,
4604,1429467d-e8a2-4292-bd46-921e8bd87b30,intrigued,26-12-2020 02:18,video,public speaking,positive,45,49264,
4605,1429467d-e8a2-4292-bd46-921e8bd87b30,cherish,07-03-2021 18:06,video,public speaking,positive,70,49264,
4606,1429467d-e8a2-4292-bd46-921e8bd87b30,like,25-03-2021 12:38,video,public speaking,positive,50,49264,
4607,1429467d-e8a2-4292-bd46-921e8bd87b30,heart,02-04-2021 00:48,video,public speaking,positive,60,49264,
4608,1429467d-e8a2-4292-bd46-921e8bd87b30,intrigued,30-03-2021 16:02,video,public speaking,positive,45,49264,
4609,1429467d-e8a2-4292-bd46-921e8bd87b30,love,06-11-2020 12:15,video,public speaking,positive,65,49264,
4610,1429467d-e8a2-4292-bd46-921e8bd87b30,interested,08-07-2020 00:20,video,public speaking,positive,30,49264,
4611,1429467d-e8a2-4292-bd46-921e8bd87b30,disgust,01-11-2020 13:02,video,public speaking,negative,0,49264,
4612,1429467d-e8a2-4292-bd46-921e8bd87b30,worried,29-05-2021 18:56,video,public speaking,negative,12,49264,
4613,1429467d-e8a2-4292-bd46-921e8bd87b30,super love,26-03-2021 12:45,video,public speaking,positive,75,49264,
4614,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,26-06-2020 04:51,audio,studying,positive,72,54269,
4615,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,18-07-2020 19:15,audio,studying,positive,70,54269,
4616,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,18-09-2020 08:24,audio,studying,positive,72,54269,
4617,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,want,23-11-2020 10:14,audio,studying,positive,70,54269,
4618,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,heart,29-11-2020 20:35,audio,studying,positive,60,54269,
4619,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,disgust,16-10-2020 11:13,audio,studying,negative,0,54269,
4620,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,want,24-07-2020 06:50,audio,studying,positive,70,54269,
4621,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,intrigued,27-12-2020 11:22,audio,studying,positive,45,54269,
4622,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,05-03-2021 07:37,audio,studying,positive,70,54269,
4623,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,heart,26-10-2020 10:57,audio,studying,positive,60,54269,
4624,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,dislike,16-05-2021 11:02,audio,studying,negative,10,54269,
4625,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,hate,25-10-2020 02:58,audio,studying,negative,5,54269,
4626,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,love,17-01-2021 14:52,audio,studying,positive,65,54269,
4627,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,03-10-2020 12:56,audio,studying,positive,50,54269,
4628,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,17-03-2021 13:32,audio,studying,positive,50,54269,
4629,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,31-05-2021 22:45,audio,studying,positive,70,54269,
4630,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,08-02-2021 03:06,audio,studying,positive,70,54269,
4631,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,scared,14-11-2020 21:55,audio,studying,negative,15,54269,
4632,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,love,19-07-2020 22:06,audio,studying,positive,65,54269,
4633,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,31-12-2020 05:03,audio,studying,positive,72,54269,
4634,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,hate,21-06-2020 13:38,audio,studying,negative,5,54269,
4635,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,29-03-2021 04:02,audio,studying,positive,50,54269,
4636,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,disgust,19-04-2021 22:07,audio,studying,negative,0,54269,
4637,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,23-01-2021 08:30,audio,studying,positive,50,54269,
4638,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,29-04-2021 08:27,audio,studying,positive,70,54269,
4639,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,hate,29-04-2021 12:50,audio,studying,negative,5,54269,
4640,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,30-01-2021 23:05,audio,studying,positive,50,54269,
4641,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,indifferent,05-07-2020 19:55,audio,studying,neutral,20,54269,
4642,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,want,30-11-2020 01:50,audio,studying,positive,70,54269,
4643,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,worried,19-11-2020 22:23,audio,studying,negative,12,54269,
4644,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,14-04-2021 14:41,audio,studying,positive,50,54269,
4645,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,scared,01-04-2021 16:51,audio,studying,negative,15,54269,
4646,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,dislike,06-11-2020 17:58,audio,studying,negative,10,54269,
4647,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,indifferent,21-10-2020 23:24,audio,studying,neutral,20,54269,
4648,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,super love,26-06-2020 02:27,audio,studying,positive,75,54269,
4649,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,10-07-2020 07:47,audio,studying,positive,72,54269,
4650,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,worried,16-07-2020 22:01,audio,studying,negative,12,54269,
4651,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,05-02-2021 08:13,audio,studying,positive,50,54269,
4652,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,hate,01-01-2021 03:12,audio,studying,negative,5,54269,
4653,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,scared,25-02-2021 10:08,audio,studying,negative,15,54269,
4654,7d459555-a816-4d20-893c-a002e0a74ce3,adore,17-12-2020 23:42,audio,healthy eating,positive,72,69339,
4655,7d459555-a816-4d20-893c-a002e0a74ce3,want,09-11-2020 00:55,audio,healthy eating,positive,70,69339,
4656,7d459555-a816-4d20-893c-a002e0a74ce3,cherish,08-10-2020 05:28,audio,healthy eating,positive,70,69339,
4657,7d459555-a816-4d20-893c-a002e0a74ce3,indifferent,20-03-2021 08:59,audio,healthy eating,neutral,20,69339,
4658,7d459555-a816-4d20-893c-a002e0a74ce3,interested,08-03-2021 11:06,audio,healthy eating,positive,30,69339,
4659,7d459555-a816-4d20-893c-a002e0a74ce3,love,17-05-2021 19:58,audio,healthy eating,positive,65,69339,
4660,7d459555-a816-4d20-893c-a002e0a74ce3,adore,27-03-2021 22:46,audio,healthy eating,positive,72,69339,
4661,7d459555-a816-4d20-893c-a002e0a74ce3,heart,21-03-2021 10:24,audio,healthy eating,positive,60,69339,
4662,7d459555-a816-4d20-893c-a002e0a74ce3,cherish,02-05-2021 17:31,audio,healthy eating,positive,70,69339,
4663,7d459555-a816-4d20-893c-a002e0a74ce3,worried,18-04-2021 20:57,audio,healthy eating,negative,12,69339,
4664,7d459555-a816-4d20-893c-a002e0a74ce3,scared,09-10-2020 10:18,audio,healthy eating,negative,15,69339,
4665,7d459555-a816-4d20-893c-a002e0a74ce3,scared,24-12-2020 04:09,audio,healthy eating,negative,15,69339,
4666,7d459555-a816-4d20-893c-a002e0a74ce3,worried,22-03-2021 01:27,audio,healthy eating,negative,12,69339,
4667,7d459555-a816-4d20-893c-a002e0a74ce3,intrigued,20-05-2021 11:15,audio,healthy eating,positive,45,69339,
4668,7d459555-a816-4d20-893c-a002e0a74ce3,want,30-07-2020 23:48,audio,healthy eating,positive,70,69339,
4669,7d459555-a816-4d20-893c-a002e0a74ce3,worried,15-05-2021 19:50,audio,healthy eating,negative,12,69339,
4670,e6b61eab-6879-4618-b189-476f27f02fdd,intrigued,17-01-2021 03:38,audio,science,positive,45,71168,
4671,e6b61eab-6879-4618-b189-476f27f02fdd,want,17-04-2021 01:54,audio,science,positive,70,71168,
4672,e6b61eab-6879-4618-b189-476f27f02fdd,scared,29-11-2020 11:33,audio,science,negative,15,71168,
4673,e6b61eab-6879-4618-b189-476f27f02fdd,dislike,26-12-2020 10:39,audio,science,negative,10,71168,
4674,e6b61eab-6879-4618-b189-476f27f02fdd,like,01-09-2020 02:08,audio,science,positive,50,71168,
4675,e6b61eab-6879-4618-b189-476f27f02fdd,interested,26-09-2020 23:33,audio,science,positive,30,71168,
4676,e6b61eab-6879-4618-b189-476f27f02fdd,love,24-08-2020 04:53,audio,science,positive,65,71168,
4677,e6b61eab-6879-4618-b189-476f27f02fdd,super love,07-05-2021 13:10,audio,science,positive,75,71168,
4678,e6b61eab-6879-4618-b189-476f27f02fdd,intrigued,21-07-2020 18:37,audio,science,positive,45,71168,
4679,e6b61eab-6879-4618-b189-476f27f02fdd,scared,26-03-2021 15:50,audio,science,negative,15,71168,
4680,e6b61eab-6879-4618-b189-476f27f02fdd,love,17-08-2020 03:41,audio,science,positive,65,71168,
4681,e6b61eab-6879-4618-b189-476f27f02fdd,peeking,10-08-2020 08:32,audio,science,neutral,35,71168,
4682,e6b61eab-6879-4618-b189-476f27f02fdd,adore,01-05-2021 22:39,audio,science,positive,72,71168,
4683,e6b61eab-6879-4618-b189-476f27f02fdd,love,30-10-2020 15:12,audio,science,positive,65,71168,
4684,e6b61eab-6879-4618-b189-476f27f02fdd,super love,02-11-2020 04:34,audio,science,positive,75,71168,
4685,e6b61eab-6879-4618-b189-476f27f02fdd,worried,27-06-2020 20:08,audio,science,negative,12,71168,
4686,e6b61eab-6879-4618-b189-476f27f02fdd,super love,17-02-2021 03:41,audio,science,positive,75,71168,
4687,e6b61eab-6879-4618-b189-476f27f02fdd,like,16-05-2021 08:49,audio,science,positive,50,71168,
4688,e6b61eab-6879-4618-b189-476f27f02fdd,adore,24-06-2020 21:06,audio,science,positive,72,71168,
4689,e6b61eab-6879-4618-b189-476f27f02fdd,intrigued,19-01-2021 23:16,audio,science,positive,45,71168,
4690,d16d21cd-30c7-4b1e-b50c-aff5808fe816,heart,25-04-2021 16:18,photo,fitness,positive,60,55323,
4691,d16d21cd-30c7-4b1e-b50c-aff5808fe816,cherish,28-10-2020 18:21,photo,fitness,positive,70,55323,
4692,d16d21cd-30c7-4b1e-b50c-aff5808fe816,want,01-06-2021 12:29,photo,fitness,positive,70,55323,
4693,d16d21cd-30c7-4b1e-b50c-aff5808fe816,indifferent,28-08-2020 15:56,photo,fitness,neutral,20,55323,
4694,d16d21cd-30c7-4b1e-b50c-aff5808fe816,indifferent,07-02-2021 15:42,photo,fitness,neutral,20,55323,
4695,d16d21cd-30c7-4b1e-b50c-aff5808fe816,peeking,02-07-2020 21:16,photo,fitness,neutral,35,55323,
4696,d16d21cd-30c7-4b1e-b50c-aff5808fe816,like,20-04-2021 23:02,photo,fitness,positive,50,55323,
4697,d16d21cd-30c7-4b1e-b50c-aff5808fe816,disgust,13-02-2021 13:12,photo,fitness,negative,0,55323,
4698,d16d21cd-30c7-4b1e-b50c-aff5808fe816,worried,21-05-2021 14:24,photo,fitness,negative,12,55323,
4699,d16d21cd-30c7-4b1e-b50c-aff5808fe816,worried,03-05-2021 08:56,photo,fitness,negative,12,55323,
4700,d16d21cd-30c7-4b1e-b50c-aff5808fe816,super love,12-09-2020 14:54,photo,fitness,positive,75,55323,
4701,d16d21cd-30c7-4b1e-b50c-aff5808fe816,peeking,01-11-2020 11:17,photo,fitness,neutral,35,55323,
4702,d16d21cd-30c7-4b1e-b50c-aff5808fe816,scared,16-05-2021 03:34,photo,fitness,negative,15,55323,
4703,d16d21cd-30c7-4b1e-b50c-aff5808fe816,scared,14-09-2020 16:18,photo,fitness,negative,15,55323,
4704,d16d21cd-30c7-4b1e-b50c-aff5808fe816,scared,04-08-2020 00:37,photo,fitness,negative,15,55323,
4705,d16d21cd-30c7-4b1e-b50c-aff5808fe816,adore,24-12-2020 16:27,photo,fitness,positive,72,55323,
4706,d16d21cd-30c7-4b1e-b50c-aff5808fe816,interested,07-05-2021 14:00,photo,fitness,positive,30,55323,
4707,d16d21cd-30c7-4b1e-b50c-aff5808fe816,interested,14-08-2020 16:53,photo,fitness,positive,30,55323,
4708,d16d21cd-30c7-4b1e-b50c-aff5808fe816,super love,11-04-2021 20:57,photo,fitness,positive,75,55323,
4709,d16d21cd-30c7-4b1e-b50c-aff5808fe816,intrigued,23-05-2021 00:23,photo,fitness,positive,45,55323,
4710,d16d21cd-30c7-4b1e-b50c-aff5808fe816,like,30-01-2021 09:59,photo,fitness,positive,50,55323,
4711,27ec2b21-a749-4181-b182-150a174fc277,peeking,20-03-2021 14:10,GIF,animals,neutral,35,74965,
4712,27ec2b21-a749-4181-b182-150a174fc277,interested,28-08-2020 15:26,GIF,animals,positive,30,74965,
4713,27ec2b21-a749-4181-b182-150a174fc277,like,21-10-2020 23:56,GIF,animals,positive,50,74965,
4714,27ec2b21-a749-4181-b182-150a174fc277,intrigued,28-05-2021 05:00,GIF,animals,positive,45,74965,
4715,27ec2b21-a749-4181-b182-150a174fc277,intrigued,10-09-2020 15:53,GIF,animals,positive,45,74965,
4716,27ec2b21-a749-4181-b182-150a174fc277,like,25-03-2021 18:37,GIF,animals,positive,50,74965,
4717,27ec2b21-a749-4181-b182-150a174fc277,heart,06-11-2020 00:51,GIF,animals,positive,60,74965,
4718,27ec2b21-a749-4181-b182-150a174fc277,want,01-03-2021 09:37,GIF,animals,positive,70,74965,
4719,27ec2b21-a749-4181-b182-150a174fc277,intrigued,22-02-2021 15:42,GIF,animals,positive,45,74965,
4720,27ec2b21-a749-4181-b182-150a174fc277,peeking,20-11-2020 05:02,GIF,animals,neutral,35,74965,
4721,27ec2b21-a749-4181-b182-150a174fc277,scared,10-06-2021 09:02,GIF,animals,negative,15,74965,
4722,27ec2b21-a749-4181-b182-150a174fc277,like,06-10-2020 19:23,GIF,animals,positive,50,74965,
4723,27ec2b21-a749-4181-b182-150a174fc277,cherish,11-11-2020 04:16,GIF,animals,positive,70,74965,
4724,27ec2b21-a749-4181-b182-150a174fc277,hate,26-10-2020 21:04,GIF,animals,negative,5,74965,
4725,27ec2b21-a749-4181-b182-150a174fc277,like,11-03-2021 03:11,GIF,animals,positive,50,74965,
4726,27ec2b21-a749-4181-b182-150a174fc277,super love,09-04-2021 03:07,GIF,animals,positive,75,74965,
4727,27ec2b21-a749-4181-b182-150a174fc277,indifferent,27-03-2021 17:52,GIF,animals,neutral,20,74965,
4728,27ec2b21-a749-4181-b182-150a174fc277,worried,07-04-2021 01:28,GIF,animals,negative,12,74965,
4729,27ec2b21-a749-4181-b182-150a174fc277,heart,14-06-2021 21:46,GIF,animals,positive,60,74965,
4730,27ec2b21-a749-4181-b182-150a174fc277,interested,02-04-2021 08:01,GIF,animals,positive,30,74965,
4731,27ec2b21-a749-4181-b182-150a174fc277,like,18-05-2021 03:15,GIF,animals,positive,50,74965,
4732,27ec2b21-a749-4181-b182-150a174fc277,adore,27-11-2020 22:33,GIF,animals,positive,72,74965,
4733,27ec2b21-a749-4181-b182-150a174fc277,peeking,01-05-2021 11:19,GIF,animals,neutral,35,74965,
4734,27ec2b21-a749-4181-b182-150a174fc277,dislike,02-05-2021 07:12,GIF,animals,negative,10,74965,
4735,27ec2b21-a749-4181-b182-150a174fc277,love,02-04-2021 17:55,GIF,animals,positive,65,74965,
4736,27ec2b21-a749-4181-b182-150a174fc277,intrigued,31-01-2021 13:47,GIF,animals,positive,45,74965,
4737,27ec2b21-a749-4181-b182-150a174fc277,intrigued,16-02-2021 13:38,GIF,animals,positive,45,74965,
4738,27ec2b21-a749-4181-b182-150a174fc277,interested,01-04-2021 17:02,GIF,animals,positive,30,74965,
4739,27ec2b21-a749-4181-b182-150a174fc277,worried,28-12-2020 11:30,GIF,animals,negative,12,74965,
4740,27ec2b21-a749-4181-b182-150a174fc277,want,20-10-2020 10:02,GIF,animals,positive,70,74965,
4741,27ec2b21-a749-4181-b182-150a174fc277,heart,09-11-2020 21:27,GIF,animals,positive,60,74965,
4742,27ec2b21-a749-4181-b182-150a174fc277,super love,11-11-2020 22:41,GIF,animals,positive,75,74965,
4743,27ec2b21-a749-4181-b182-150a174fc277,interested,06-11-2020 04:05,GIF,animals,positive,30,74965,
4744,27ec2b21-a749-4181-b182-150a174fc277,disgust,29-09-2020 07:59,GIF,animals,negative,0,74965,
4745,27ec2b21-a749-4181-b182-150a174fc277,adore,29-12-2020 04:08,GIF,animals,positive,72,74965,
4746,27ec2b21-a749-4181-b182-150a174fc277,cherish,27-10-2020 22:36,GIF,animals,positive,70,74965,
4747,27ec2b21-a749-4181-b182-150a174fc277,heart,26-04-2021 14:09,GIF,animals,positive,60,74965,
4748,27ec2b21-a749-4181-b182-150a174fc277,like,22-06-2020 23:19,GIF,animals,positive,50,74965,
4749,27ec2b21-a749-4181-b182-150a174fc277,like,21-05-2021 13:00,GIF,animals,positive,50,74965,
4750,27ec2b21-a749-4181-b182-150a174fc277,like,17-08-2020 03:11,GIF,animals,positive,50,74965,
4751,27ec2b21-a749-4181-b182-150a174fc277,super love,02-12-2020 01:14,GIF,animals,positive,75,74965,
4752,27ec2b21-a749-4181-b182-150a174fc277,disgust,01-03-2021 08:15,GIF,animals,negative,0,74965,
4753,27ec2b21-a749-4181-b182-150a174fc277,want,09-11-2020 23:54,GIF,animals,positive,70,74965,
4754,27ec2b21-a749-4181-b182-150a174fc277,want,01-05-2021 23:23,GIF,animals,positive,70,74965,
4755,8bcb980c-6f36-484d-974f-30b3e8fcc251,intrigued,12-05-2021 13:10,photo,travel,positive,45,64880,
4756,8bcb980c-6f36-484d-974f-30b3e8fcc251,disgust,10-06-2021 20:23,photo,travel,negative,0,64880,
4757,8bcb980c-6f36-484d-974f-30b3e8fcc251,indifferent,12-03-2021 23:07,photo,travel,neutral,20,64880,
4758,8bcb980c-6f36-484d-974f-30b3e8fcc251,like,02-05-2021 12:59,photo,travel,positive,50,64880,
4759,8bcb980c-6f36-484d-974f-30b3e8fcc251,intrigued,28-05-2021 19:35,photo,travel,positive,45,64880,
4760,8bcb980c-6f36-484d-974f-30b3e8fcc251,heart,11-01-2021 15:23,photo,travel,positive,60,64880,
4761,8bcb980c-6f36-484d-974f-30b3e8fcc251,hate,09-08-2020 23:41,photo,travel,negative,5,64880,
4762,8bcb980c-6f36-484d-974f-30b3e8fcc251,like,27-04-2021 03:20,photo,travel,positive,50,64880,
4763,8bcb980c-6f36-484d-974f-30b3e8fcc251,like,05-08-2020 01:41,photo,travel,positive,50,64880,
4764,8bcb980c-6f36-484d-974f-30b3e8fcc251,intrigued,21-07-2020 20:48,photo,travel,positive,45,64880,
4765,8bcb980c-6f36-484d-974f-30b3e8fcc251,interested,03-08-2020 18:59,photo,travel,positive,30,64880,
4766,8bcb980c-6f36-484d-974f-30b3e8fcc251,hate,24-02-2021 15:26,photo,travel,negative,5,64880,
4767,8bcb980c-6f36-484d-974f-30b3e8fcc251,love,29-05-2021 18:08,photo,travel,positive,65,64880,
4768,8bcb980c-6f36-484d-974f-30b3e8fcc251,disgust,03-03-2021 15:23,photo,travel,negative,0,64880,
4769,8bcb980c-6f36-484d-974f-30b3e8fcc251,like,09-07-2020 03:42,photo,travel,positive,50,64880,
4770,8bcb980c-6f36-484d-974f-30b3e8fcc251,cherish,22-09-2020 23:12,photo,travel,positive,70,64880,
4771,8bcb980c-6f36-484d-974f-30b3e8fcc251,interested,23-02-2021 12:01,photo,travel,positive,30,64880,
4772,8bcb980c-6f36-484d-974f-30b3e8fcc251,adore,10-03-2021 23:13,photo,travel,positive,72,64880,
4773,8bcb980c-6f36-484d-974f-30b3e8fcc251,intrigued,29-09-2020 21:36,photo,travel,positive,45,64880,
4774,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,cherish,08-12-2020 12:37,video,food,positive,70,66676,
4775,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,want,02-09-2020 05:27,video,food,positive,70,66676,
4776,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,intrigued,30-10-2020 17:36,video,food,positive,45,66676,
4777,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,love,10-06-2021 03:39,video,food,positive,65,66676,
4778,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,cherish,15-10-2020 23:07,video,food,positive,70,66676,
4779,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,dislike,27-02-2021 08:35,video,food,negative,10,66676,
4780,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,worried,11-07-2020 00:32,video,food,negative,12,66676,
4781,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,worried,14-07-2020 11:04,video,food,negative,12,66676,
4782,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,indifferent,06-02-2021 08:07,video,food,neutral,20,66676,
4783,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,hate,09-12-2020 06:12,video,food,negative,5,66676,
4784,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,disgust,21-10-2020 22:08,video,food,negative,0,66676,
4785,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,want,06-04-2021 00:55,video,food,positive,70,66676,
4786,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,love,31-05-2021 05:37,video,food,positive,65,66676,
4787,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,peeking,02-11-2020 17:56,video,food,neutral,35,66676,
4788,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,cherish,09-08-2020 03:29,video,food,positive,70,66676,
4789,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,hate,01-01-2021 22:36,video,food,negative,5,66676,
4790,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,love,03-03-2021 19:00,video,food,positive,65,66676,
4791,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,indifferent,30-06-2020 16:38,video,food,neutral,20,66676,
4792,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,love,18-08-2020 19:31,video,food,positive,65,66676,
